TypeName,Inches,Ram,OpSys,Weight,Price_in_euros,ips,touchscreen,resolution_parsed,first_storage,second_storage,first_type,second_storage_type,gpu_brand,cpu_brand
3,14.0,6,5,1.58,659.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,4,5,1.85,414.9,False,False,3,1024.0,-1.0,1,0,1,1
4,14.0,8,5,1.3,1193.0,True,False,3,256.0,-1.0,3,0,2,1
1,15.6,16,5,2.2,1299.0,False,False,3,256.0,1024.0,3,1,2,1
3,14.0,8,5,1.58,1480.0,True,False,3,256.0,-1.0,3,0,1,1
4,15.6,16,5,1.5,1262.0,False,False,3,256.0,1024.0,3,1,2,1
4,13.3,8,5,1.23,1379.0,False,True,6,256.0,-1.0,3,0,1,1
0,13.3,8,5,1.37,1399.0,True,True,3,256.0,-1.0,3,0,1,1
3,14.0,4,5,1.63,722.0,True,False,0,500.0,-1.0,1,0,1,1
0,13.3,8,5,1.26,1398.99,True,True,3,256.0,-1.0,3,0,1,1
3,14.0,8,5,1.63,1084.0,False,False,3,512.0,-1.0,3,0,1,1
3,15.6,8,5,2.16,1130.33,True,False,3,256.0,1024.0,3,1,2,1
3,17.3,4,5,2.0,564.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,8,5,1.7,1118.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,6,5,2.1,479.0,True,True,3,1024.0,-1.0,1,0,1,1
3,15.6,8,4,2.2,629.0,False,False,3,256.0,-1.0,3,0,2,1
3,17.3,16,5,2.5,1271.0,False,False,3,512.0,-1.0,3,0,2,1
3,15.6,4,5,2.1,451.0,False,False,0,256.0,-1.0,3,0,0,0
3,15.6,4,4,1.86,259.0,False,False,0,500.0,-1.0,1,0,1,1
3,14.0,8,5,1.63,812.0,False,False,3,1024.0,-1.0,1,0,1,1
3,14.0,4,6,1.65,277.99,False,False,0,64.0,-1.0,3,0,0,0
3,17.3,16,5,2.8,1396.0,False,False,3,256.0,2048.0,3,1,0,1
3,17.3,8,5,2.5,928.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.36,638.99,False,False,0,1024.0,-1.0,1,0,0,1
3,15.6,4,5,2.2,449.0,False,False,3,1024.0,-1.0,1,0,0,1
4,14.0,8,5,1.6,884.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,572.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,2.05,598.0,False,False,0,1024.0,-1.0,1,0,1,1
3,14.0,8,5,1.63,988.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,4,1.9,252.36,False,False,0,1024.0,-1.0,1,0,1,1
1,17.3,8,5,3.0,938.0,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,4,2.2,499.0,False,False,3,1024.0,-1.0,1,0,2,1
3,13.3,4,5,1.32,699.0,True,False,3,256.0,-1.0,3,0,1,1
3,17.3,4,5,3.0,655.0,True,False,3,1024.0,-1.0,1,0,2,1
3,14.0,8,5,1.75,1116.02,True,False,3,256.0,-1.0,3,0,0,1
1,15.6,8,4,2.4,869.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,4,5,2.1,602.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,5,1.86,369.0,False,False,0,256.0,-1.0,3,0,0,0
4,14.0,8,5,1.25,1099.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.0,344.0,False,False,3,1024.0,-1.0,1,0,1,1
3,15.6,4,5,2.1,447.0,False,False,0,1024.0,-1.0,1,0,1,1
1,15.6,16,5,2.56,1249.26,False,False,3,512.0,-1.0,3,0,2,1
1,15.6,8,5,2.62,899.0,False,False,3,1024.0,-1.0,2,0,2,1
3,15.6,4,5,1.9,498.0,False,False,0,128.0,-1.0,3,0,1,1
4,14.0,4,5,1.48,1082.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,6,5,1.91,619.0,False,False,3,256.0,-1.0,3,0,0,1
0,14.0,4,5,1.74,629.0,True,True,3,256.0,-1.0,3,0,1,1
0,13.3,8,5,1.1,1315.0,False,True,3,256.0,-1.0,3,0,1,1
0,15.6,8,5,1.56,1049.0,False,True,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.1,447.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,5,2.03,403.0,False,False,0,1024.0,-1.0,1,0,0,0
3,17.3,4,5,3.0,805.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,2.13,728.0,False,False,3,256.0,-1.0,3,0,0,1
1,15.6,16,5,2.5,1079.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,4,5,2.1,348.0,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,4,5,2.1,363.51,False,False,0,1024.0,-1.0,1,0,1,1
1,15.6,8,5,2.56,1060.49,False,False,3,128.0,1024.0,3,1,2,1
3,17.3,8,5,3.0,854.0,True,False,3,256.0,-1.0,3,0,2,1
3,13.3,4,5,1.49,754.0,True,False,3,500.0,-1.0,1,0,1,1
3,17.3,6,5,2.71,699.0,True,False,3,2048.0,-1.0,1,0,0,1
3,15.6,4,4,2.2,309.0,False,False,0,500.0,-1.0,1,0,0,0
3,15.6,4,5,2.0,489.0,False,False,0,500.0,-1.0,1,0,1,1
3,17.3,8,5,2.5,923.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,2.3,459.0,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,4,5,2.1,449.0,False,False,0,128.0,-1.0,3,0,1,1
3,15.6,8,5,1.9,813.0,False,False,3,128.0,1024.0,3,1,0,1
0,13.3,8,5,1.29,1499.0,True,True,9,256.0,-1.0,3,0,1,1
3,15.6,16,2,2.02,1049.0,False,False,3,256.0,2048.0,3,1,0,1
4,13.3,8,5,1.23,1399.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.0,793.0,False,False,0,128.0,-1.0,3,0,1,1
1,15.6,8,4,2.4,779.0,True,False,3,256.0,-1.0,3,0,2,1
4,13.3,8,5,1.12,989.0,True,False,3,256.0,-1.0,3,0,1,1
3,17.3,8,5,2.8,1085.0,False,False,3,128.0,1024.0,3,1,0,1
3,17.3,8,4,2.8,698.0,False,False,2,256.0,-1.0,3,0,2,1
0,13.3,8,5,1.62,839.0,True,True,3,1024.0,-1.0,1,0,1,1
3,17.3,8,5,2.5,914.0,True,False,3,1024.0,-1.0,1,0,2,1
3,13.3,8,5,1.49,959.0,False,False,3,512.0,-1.0,3,0,1,1
1,17.3,16,5,3.35,1379.0,True,False,3,256.0,1024.0,3,1,2,1
3,17.3,8,5,2.5,1045.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,4,5,2.1,493.0,False,False,0,128.0,-1.0,3,0,1,1
3,15.6,8,5,2.23,742.0,False,False,3,1024.0,-1.0,1,0,2,1
1,15.6,16,4,2.4,1398.0,False,False,3,512.0,-1.0,3,0,2,1
3,15.6,6,5,2.3,439.0,False,True,0,1024.0,-1.0,1,0,1,1
4,13.3,8,5,1.2,1449.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.2,597.0,False,False,0,256.0,-1.0,3,0,1,1
3,15.6,8,2,2.4,779.0,False,False,3,1024.0,-1.0,1,0,2,1
1,17.3,16,5,2.9,1407.0,False,False,3,256.0,1024.0,3,1,2,1
3,15.6,4,4,2.1,349.0,False,False,3,500.0,-1.0,1,0,1,1
3,15.6,8,4,2.2,549.0,False,False,3,256.0,-1.0,3,0,1,1
4,13.3,8,5,1.4,931.88,True,False,3,256.0,-1.0,3,0,0,1
3,17.3,8,4,2.8,589.0,False,False,2,1024.0,-1.0,1,0,2,1
3,14.0,8,5,1.63,1031.0,False,False,3,256.0,-1.0,3,0,2,1
4,14.0,8,5,1.6,1149.0,False,False,3,256.0,-1.0,3,0,1,1
0,13.3,16,5,1.62,1279.0,False,True,3,512.0,-1.0,3,0,1,1
3,15.6,8,2,2.2,677.35,False,False,3,256.0,-1.0,3,0,0,1
0,14.0,8,5,1.74,899.0,True,False,3,256.0,-1.0,3,0,1,1
4,13.3,8,5,1.2,1363.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.1,794.0,False,False,3,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.2,832.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,16,5,2.3,859.01,False,True,3,1024.0,-1.0,1,0,0,1
3,15.6,8,5,2.0,769.0,False,False,3,256.0,-1.0,3,0,2,1
3,17.3,8,5,2.69,891.0,False,False,3,256.0,500.0,3,1,2,1
3,15.6,8,5,1.9,1269.0,False,False,3,1024.0,-1.0,1,0,0,1
3,15.6,4,5,2.37,398.99,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,4,5,2.1,330.0,False,False,0,500.0,-1.0,1,0,0,0
1,15.6,16,5,3.2,1499.0,True,False,3,256.0,1024.0,3,1,2,1
3,14.0,8,5,1.6,859.0,False,False,3,256.0,-1.0,3,0,1,1
0,13.3,8,5,1.6,689.0,True,True,3,256.0,-1.0,3,0,1,1
3,15.6,16,2,2.36,899.0,False,False,3,256.0,-1.0,3,0,0,1
3,15.6,4,2,2.1,390.0,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,4,5,2.2,575.0,False,False,3,128.0,1024.0,3,1,0,0
1,15.6,8,5,2.5,846.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,2.2,589.0,False,False,0,128.0,-1.0,3,0,1,1
3,17.3,8,5,2.1,1145.0,False,False,3,128.0,1024.0,3,1,2,1
3,17.3,8,4,2.69,889.0,False,False,3,128.0,1024.0,3,1,2,1
1,15.6,8,5,2.56,879.0,False,False,3,256.0,-1.0,3,0,2,1
0,13.9,8,5,1.38,1079.0,True,True,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.2,985.0,False,False,3,128.0,2048.0,3,1,0,1
3,15.6,8,5,2.04,559.0,False,True,0,1024.0,-1.0,1,0,1,1
3,13.3,4,5,1.49,675.0,True,False,3,500.0,-1.0,1,0,1,1
0,15.6,8,5,2.08,819.0,True,True,3,1024.0,-1.0,1,0,1,1
3,15.6,4,5,1.68,469.0,False,False,0,1024.0,-1.0,1,0,0,0
3,17.3,4,5,3.0,702.0,True,False,3,256.0,-1.0,3,0,2,1
4,13.3,8,5,1.41,949.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,1.91,445.9,False,False,0,128.0,-1.0,3,0,0,0
3,17.3,16,5,2.9,1059.0,True,False,3,1024.0,-1.0,1,0,2,1
3,17.3,8,5,2.8,1142.0,False,False,3,128.0,1024.0,3,1,0,1
3,15.6,4,4,2.2,444.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.1,722.0,True,False,3,500.0,-1.0,1,0,1,1
3,15.6,4,5,2.18,657.0,False,False,3,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.24,565.0,False,False,3,1024.0,-1.0,1,0,0,1
0,15.6,8,5,2.67,799.0,False,True,3,256.0,-1.0,3,0,1,1
0,13.3,8,5,1.1,1499.0,False,True,3,512.0,512.0,3,3,1,1
3,15.6,4,4,2.2,467.0,False,False,3,1024.0,-1.0,1,0,1,1
3,17.3,8,5,2.5,1018.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,8,5,2.05,880.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,2,2.14,735.07,False,False,3,256.0,-1.0,3,0,0,1
3,15.6,8,5,2.2,812.0,False,False,0,500.0,-1.0,1,0,2,1
3,15.6,12,5,2.3,713.07,False,False,0,1024.0,-1.0,1,0,1,1
3,17.3,8,2,2.8,1099.0,False,False,3,128.0,1024.0,3,1,0,1
3,15.6,8,5,2.2,745.0,True,False,3,1024.0,-1.0,1,0,2,1
3,17.3,4,5,2.8,489.0,False,False,2,1024.0,-1.0,1,0,1,1
3,17.3,8,4,2.8,849.0,False,False,3,2048.0,-1.0,1,0,2,1
3,17.3,6,5,2.8,859.0,False,False,2,128.0,1024.0,3,1,2,1
3,15.6,4,2,2.25,428.0,False,False,3,1024.0,-1.0,1,0,0,1
1,15.6,8,5,2.5,829.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,6,5,2.2,579.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,3.0,951.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,12,5,2.15,659.0,True,True,3,1024.0,-1.0,1,0,1,1
3,15.6,8,5,1.95,1097.0,True,False,3,256.0,-1.0,3,0,1,1
4,15.6,8,5,1.7,977.0,False,False,3,256.0,-1.0,3,0,2,1
1,15.6,16,5,2.5,1179.0,True,False,3,256.0,1024.0,3,1,2,1
3,15.6,8,4,2.2,659.01,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,2,1,2.19,199.0,False,False,0,16.0,-1.0,3,0,1,1
1,17.3,8,5,3.0,1187.0,False,False,3,1024.0,-1.0,1,0,2,1
3,17.3,8,5,2.54,489.0,False,False,2,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.05,739.0,False,False,3,256.0,-1.0,3,0,1,1
1,15.6,8,5,3.2,1299.0,True,False,3,1024.0,-1.0,1,0,2,1
3,15.6,8,2,2.5,979.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,6,5,2.4,499.0,False,False,3,1024.0,-1.0,1,0,0,0
4,15.6,16,5,1.63,1468.0,False,False,3,512.0,-1.0,3,0,2,1
3,14.0,4,5,1.3,509.0,False,False,0,128.0,-1.0,3,0,1,1
3,17.3,6,5,2.8,649.0,False,False,2,1024.0,-1.0,1,0,2,1
3,15.6,8,4,2.2,549.0,False,False,0,2048.0,-1.0,1,0,2,1
1,15.6,8,5,2.5,1265.0,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,4,2.2,359.99,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.2,1043.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,2.3,819.0,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,5,1.86,469.0,False,False,3,1024.0,-1.0,1,0,1,1
3,13.3,8,5,1.1,999.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.23,469.0,False,False,3,256.0,-1.0,3,0,0,0
0,11.6,2,5,1.1,275.0,False,True,0,32.0,-1.0,0,0,1,1
3,15.6,8,5,2.33,844.0,False,False,3,128.0,1024.0,3,1,0,1
3,13.3,4,1,1.45,459.9,False,False,0,16.0,-1.0,0,0,1,1
3,14.0,8,5,1.95,980.0,False,False,3,256.0,-1.0,3,0,1,1
3,11.6,4,5,1.4,485.0,False,False,0,128.0,-1.0,0,0,1,1
3,14.0,8,5,1.48,1292.0,False,False,3,256.0,-1.0,3,0,1,1
3,17.3,4,5,2.79,589.0,False,False,2,1024.0,-1.0,1,0,2,1
3,14.0,8,5,2.0,1094.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.1,902.0,True,False,3,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.2,659.0,False,False,0,256.0,-1.0,3,0,0,0
3,14.0,4,5,1.44,292.0,False,False,0,32.0,-1.0,0,0,1,1
3,15.6,6,5,2.23,549.0,False,False,0,1024.0,-1.0,1,0,1,1
4,15.6,8,5,1.7,1049.9,False,False,3,256.0,-1.0,3,0,2,1
4,12.5,8,5,1.26,1335.0,False,False,3,256.0,-1.0,3,0,1,1
1,17.3,8,5,2.7,1199.0,False,False,3,256.0,1024.0,3,1,2,1
3,15.6,8,5,2.0,943.0,True,False,3,256.0,-1.0,3,0,1,1
3,14.0,8,5,2.0,1334.0,False,False,3,256.0,1024.0,3,1,1,1
3,15.6,4,5,1.85,449.0,False,False,3,1024.0,-1.0,1,0,1,1
1,15.6,8,5,2.5,999.0,False,False,3,256.0,-1.0,3,0,2,1
3,14.0,8,5,1.48,1268.0,False,False,3,256.0,-1.0,3,0,1,1
4,15.6,8,5,1.9,1049.0,True,False,3,128.0,1024.0,3,1,2,1
3,15.6,8,5,1.84,1144.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,2,2.0,274.99,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.0,1142.75,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,4,2,2.2,274.9,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,12,5,2.2,899.0,False,False,3,2048.0,-1.0,1,0,0,0
3,15.6,8,5,2.1,716.0,True,False,3,1024.0,-1.0,1,0,2,1
1,15.6,16,5,2.4,1129.0,True,False,3,256.0,2048.0,3,1,2,1
3,14.0,2,5,1.44,279.0,False,False,0,32.0,-1.0,0,0,1,1
0,11.6,4,5,1.5,375.0,False,True,0,32.0,-1.0,0,0,1,1
4,15.6,8,5,1.9,663.0,False,False,3,1024.0,-1.0,1,0,0,1
3,15.6,8,5,1.84,1304.0,False,False,3,256.0,-1.0,3,0,1,1
1,17.3,8,5,2.7,1409.0,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,16,5,2.4,1403.0,True,False,3,512.0,-1.0,3,0,2,1
3,15.6,8,5,2.02,970.9,False,False,3,128.0,2048.0,3,1,0,1
3,15.6,4,4,2.2,321.99,False,False,0,1024.0,-1.0,1,0,1,1
1,15.6,8,5,2.65,999.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,8,5,2.36,557.37,False,True,0,2048.0,-1.0,1,0,1,1
3,14.0,8,5,1.36,1427.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,1.86,439.0,False,False,0,500.0,-1.0,1,0,1,1
3,14.0,8,5,2.0,945.0,False,False,3,256.0,-1.0,3,0,1,1
3,17.3,6,5,2.8,719.0,False,False,2,128.0,1024.0,3,1,2,1
3,15.6,8,5,1.86,639.0,False,False,3,1024.0,-1.0,1,0,1,1
3,15.6,8,4,2.2,499.0,False,False,0,256.0,-1.0,3,0,2,1
3,15.6,8,5,2.04,389.0,False,False,0,2048.0,-1.0,1,0,1,1
3,17.3,8,5,2.8,1085.0,False,False,3,128.0,1024.0,3,1,0,1
1,15.6,8,4,2.4,809.0,True,False,3,128.0,1024.0,3,1,2,1
3,15.6,8,5,2.33,899.0,False,False,3,256.0,-1.0,3,0,0,1
0,15.6,12,5,2.26,1099.0,False,True,3,512.0,2048.0,3,1,2,1
3,15.6,4,5,2.1,426.0,False,False,0,128.0,-1.0,3,0,0,0
3,17.3,4,5,2.6,489.0,False,False,2,128.0,-1.0,3,0,0,0
0,13.3,8,5,1.62,869.01,False,True,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,1.91,488.99,False,False,3,256.0,-1.0,3,0,0,0
2,11.6,4,5,1.59,553.0,True,False,0,128.0,-1.0,3,0,1,1
3,15.6,4,5,1.8,309.0,False,False,0,500.0,-1.0,1,0,1,1
3,14.0,4,5,1.5,286.0,False,False,0,32.0,-1.0,0,0,1,1
3,15.6,8,2,2.4,846.0,False,False,3,1024.0,-1.0,1,0,2,1
1,17.3,8,5,3.35,1191.0,True,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,4,1.85,403.5,False,False,3,128.0,-1.0,3,0,1,1
3,14.0,8,5,1.5,1099.0,True,False,3,256.0,-1.0,3,0,2,1
3,13.3,4,5,1.5,549.0,True,False,3,128.0,-1.0,3,0,1,1
5,15.6,8,5,2.23,1369.0,False,False,3,500.0,-1.0,1,0,0,1
1,17.3,8,5,3.0,1039.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,12,5,2.2,693.99,True,False,0,1024.0,-1.0,1,0,2,1
1,17.3,8,5,2.7,1349.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,2,2.33,778.87,False,False,3,256.0,-1.0,3,0,0,1
4,15.6,4,5,1.91,499.0,False,False,3,256.0,-1.0,3,0,0,0
3,15.6,8,5,2.1,1229.56,True,False,3,256.0,-1.0,3,0,0,1
3,14.0,8,5,1.9,938.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,306.0,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.1,1144.5,True,False,3,256.0,1024.0,3,1,0,1
